semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department
2,6.82,53.4,75.4,2,17.6,2,<6,10.7,Low,<30,EC
6,6.15,53.7,83.6,3,14.8,1,6-8,6.6,Low,<30,CE
6,7.81,74.3,72.6,2,15.0,4,<6,1.3,Medium,>60,IT
6,7.2,52.9,85.0,3,14.8,1,<6,8.6,Medium,<30,ICT
6,6.93,86.0,86.3,0,19.4,3,6-8,7.4,Medium,30-60,EE
1,5.95,70.0,76.1,2,14.2,4,6-8,5.5,Medium,30-60,IT
3,7.42,55.2,69.4,2,12.7,2,6-8,8.2,High,30-60,EE
1,8.02,38.1,55.4,1,7.2,1,6-8,12.2,Medium,>60,IT
1,8.83,49.2,91.5,1,16.7,3,>8,1.3,High,30-60,EE
6,6.11,63.6,71.5,6,7.1,0,6-8,6.4,Medium,<30,IT
4,4.86,33.6,53.1,4,3.0,0,6-8,14.4,High,30-60,EE
0,7.99,42.1,72.1,-1,13.8,3,6-8,7.6,Medium,>60,ME
3,7.33,59.0,72.4,2,18.2,2,6-8,9.9,High,30-60,EE
7,4.59,46.4,73.1,8,3.0,0,<6,17.5,Medium,<30,ME
2,5.29,59.1,68.3,4,9.8,2,<6,9.1,High,>60,ICT
3,5.51,46.5,57.3,5,12.4,0,<6,10.6,Medium,<30,ICT
4,7.39,54.6,73.9,1,20.6,3,6-8,10.5,Medium,>60,ICT
1,9.03,87.6,77.9,0,22.9,3,>8,0.0,Medium,30-60,EC
7,6.16,51.6,74.1,3,5.3,2,6-8,9.0,Low,>60,EC
5,6.92,85.4,88.4,3,22.6,2,6-8,11.3,Medium,30-60,CE
2,6.68,57.4,80.0,3,22.0,3,<6,8.1,Low,<30,EE
3,7.64,80.2,76.9,0,16.1,5,6-8,3.0,Low,30-60,EE
3,5.95,46.9,77.9,6,10.6,1,<6,9.8,Medium,30-60,EC
1,6.41,64.9,78.4,2,19.4,2,<6,7.0,High,<30,CE
2,5.04,53.5,78.5,1,17.2,2,6-8,7.2,Medium,<30,ME
4,5.59,59.9,82.5,3,13.2,3,<6,10.0,Medium,>60,IT
0,8.32,92.6,100.0,-1,31.7,5,<6,0.4,Low,30-60,EE
0,8.34,42.0,57.2,-1,12.6,3,<6,11.9,Medium,30-60,EC
4,5.16,56.2,63.0,3,19.7,1,6-8,11.4,Medium,<30,IT
3,4.99,52.9,70.4,6,10.1,1,>8,8.3,Low,<30,ICT
1,7.6,71.6,88.6,0,19.8,3,6-8,7.2,Low,>60,ME
5,5.31,56.9,70.9,3,5.9,1,6-8,9.0,Medium,30-60,ME
0,7.95,65.3,80.3,-1,23.3,2,<6,5.8,Medium,>60,EE
2,5.42,40.6,72.2,1,15.6,2,>8,12.1,Low,30-60,ME
1,3.8,28.2,66.7,6,13.4,0,6-8,15.1,High,30-60,CE
5,7.08,75.4,81.3,2,13.9,1,6-8,9.1,Low,<30,IT
5,5.85,37.8,73.8,2,3.0,2,6-8,5.1,Medium,30-60,EE
1,7.93,61.5,63.5,4,21.2,2,<6,7.1,Low,<30,CE
4,7.39,65.7,78.5,0,21.2,2,6-8,3.3,Low,30-60,EC
5,6.4,60.2,77.0,2,13.4,2,6-8,11.7,Medium,<30,ME
0,8.75,51.5,69.1,-1,12.3,1,6-8,13.8,High,<30,IT
5,7.27,52.0,82.9,1,20.1,3,6-8,2.8,High,>60,EC
2,5.52,46.0,62.1,7,9.2,0,<6,8.2,Medium,<30,EE
1,3.54,36.7,62.6,4,3.3,0,<6,13.6,High,<30,CE
6,7.5,58.3,79.3,0,12.0,4,6-8,8.1,Medium,<30,ICT
4,5.89,62.2,71.6,3,21.9,3,6-8,10.8,Low,30-60,ICT
4,6.34,55.9,73.3,1,13.7,2,>8,6.3,High,30-60,CE
6,4.35,44.8,66.2,3,7.3,0,6-8,9.8,Medium,>60,ME
2,4.08,33.9,60.8,6,3.0,0,<6,11.9,High,<30,CE
0,8.12,52.6,69.1,-1,18.5,1,>8,10.2,Medium,30-60,ICT
7,8.42,56.0,90.5,0,20.4,3,6-8,4.7,Medium,<30,ME
2,6.15,71.7,78.8,2,6.9,3,<6,0.0,Low,>60,ICT
5,5.91,41.9,72.9,5,17.9,1,6-8,7.9,Medium,<30,CE
7,6.13,52.3,72.0,5,12.9,2,6-8,9.0,Medium,<30,ME
2,9.32,83.8,77.2,0,31.2,4,>8,0.7,Low,>60,CE
7,7.5,62.5,80.8,1,18.0,3,<6,3.4,Low,<30,EE
4,5.98,58.7,69.0,5,6.0,0,<6,14.6,Low,<30,CE
7,6.27,65.6,69.8,0,16.0,3,6-8,11.1,High,>60,ICT
0,5.43,60.2,72.2,-1,27.9,3,>8,9.3,Medium,30-60,ICT
4,5.59,38.1,68.2,3,3.8,0,<6,4.7,Medium,30-60,ICT
7,7.69,64.7,72.0,0,19.8,3,6-8,1.2,Medium,>60,IT
1,4.65,52.3,61.3,3,9.7,1,>8,8.9,Medium,30-60,ICT
2,6.03,49.5,71.8,6,8.0,0,>8,13.8,High,>60,IT
2,7.06,45.1,69.7,1,14.5,0,<6,2.7,Medium,<30,IT
7,6.59,61.4,63.7,2,13.6,3,6-8,6.3,High,30-60,ICT
2,6.57,47.6,67.9,2,10.4,2,6-8,0.8,High,30-60,IT
1,6.27,61.1,76.4,2,11.0,1,>8,8.2,Low,>60,EE
6,6.53,62.1,72.0,3,13.8,2,<6,9.0,Low,>60,IT
4,7.04,71.9,74.3,1,22.8,3,6-8,6.4,Medium,30-60,ME
4,6.5,65.2,66.1,2,17.5,3,>8,1.0,High,>60,ICT
4,4.86,56.2,78.6,3,8.2,1,6-8,8.4,High,<30,IT
4,3.85,36.0,65.2,8,3.0,0,<6,12.8,Medium,30-60,EC
3,4.82,43.7,72.4,2,11.9,1,<6,10.4,High,>60,CE
7,6.84,58.1,83.8,1,15.4,1,6-8,8.3,Low,30-60,ME
1,5.5,54.1,77.7,2,12.2,2,6-8,9.0,Low,<30,IT
7,5.54,43.5,74.9,3,15.7,1,6-8,13.7,Low,>60,IT
2,5.79,54.3,67.9,6,8.7,1,<6,9.3,Medium,<30,CE
1,6.51,67.2,91.0,2,13.8,2,6-8,7.3,Medium,<30,EC
5,8.38,74.8,91.2,0,22.0,2,<6,5.7,Medium,30-60,ME
7,6.69,81.6,79.8,3,10.1,2,>8,3.3,Medium,<30,EE
3,6.48,57.1,77.2,2,11.8,1,6-8,4.8,Medium,<30,CE
0,9.23,65.1,70.3,-1,12.6,2,6-8,9.1,Low,30-60,IT
4,5.96,44.6,75.4,4,14.3,2,6-8,11.5,Medium,>60,EE
7,7.26,73.9,89.7,0,30.4,4,6-8,7.6,Medium,30-60,ME
3,7.43,78.1,78.5,1,20.9,1,6-8,1.7,Medium,30-60,CE
0,8.36,84.8,82.4,-1,19.7,4,6-8,0.0,Medium,30-60,EC
4,7.52,60.2,71.6,1,16.9,2,<6,2.9,High,<30,EC
3,5.79,43.5,73.5,3,11.7,3,6-8,5.8,Medium,30-60,IT
0,9.42,46.3,71.5,-1,14.1,0,<6,11.2,Low,30-60,CE
6,7.65,81.1,70.7,0,21.4,4,<6,5.5,Low,<30,EE
4,5.15,36.4,73.5,2,7.9,2,6-8,8.5,Medium,<30,ME
1,8.41,67.8,78.4,2,19.5,2,6-8,4.8,Medium,<30,EE
7,5.86,51.5,69.8,5,13.7,1,6-8,9.7,Low,<30,ME
4,6.69,52.1,79.0,4,18.4,2,6-8,7.9,High,<30,ME
5,4.43,55.5,66.4,3,13.8,1,<6,10.0,Medium,<30,ICT
4,6.84,72.9,87.2,1,16.4,4,6-8,6.0,Medium,30-60,ME
7,5.19,51.9,63.9,1,12.8,2,<6,12.0,Medium,<30,CE
7,6.33,75.0,67.2,1,17.7,3,6-8,6.1,Low,<30,ICT
0,7.62,62.4,66.5,-1,14.8,0,>8,10.8,High,30-60,ICT
0,8.28,71.9,87.3,-1,17.7,3,<6,10.5,Medium,<30,IT
4,6.49,47.7,61.5,3,6.5,1,<6,11.1,Low,<30,ICT
2,5.33,56.7,73.8,4,15.1,0,<6,3.4,High,30-60,EC
4,7.11,63.4,65.1,2,14.5,3,6-8,10.2,Low,<30,CE
2,5.38,32.0,68.7,3,11.4,0,6-8,12.0,Low,>60,EC
6,4.96,60.2,76.3,4,12.7,3,>8,9.7,Medium,<30,CE
1,4.68,59.2,68.5,5,26.0,1,6-8,7.7,High,<30,CE
0,7.54,51.1,78.8,-1,14.2,1,6-8,9.2,Medium,30-60,ME
3,5.42,53.8,72.2,5,3.0,2,>8,11.0,Medium,30-60,EE
1,8.43,76.9,77.2,3,15.7,3,6-8,3.4,Medium,<30,IT
4,6.46,63.0,80.2,3,15.0,1,6-8,9.4,Low,30-60,EC
3,5.43,57.0,74.1,1,16.4,1,<6,10.2,Low,30-60,ME
5,4.94,43.1,70.8,2,14.9,0,<6,11.5,Low,<30,ICT
0,9.65,100.0,90.1,-1,22.6,5,6-8,0.0,High,<30,CE
6,8.51,94.0,96.4,0,26.1,5,<6,0.0,Medium,>60,ICT
2,5.28,47.7,71.3,1,15.7,2,6-8,10.3,Medium,>60,EC
5,8.2,74.9,78.3,1,14.7,3,<6,6.6,Low,<30,ME
2,6.45,60.4,80.7,5,14.4,3,6-8,7.5,Low,>60,IT
6,8.43,64.8,100.0,0,20.2,4,6-8,6.7,Medium,<30,EE
6,7.18,52.6,81.1,2,7.3,2,<6,3.0,High,<30,ICT
2,6.52,62.0,85.2,2,20.7,1,>8,11.0,Medium,30-60,EC
7,3.68,50.0,54.0,8,3.0,0,<6,14.5,Low,30-60,EE
2,5.39,49.1,53.1,2,6.4,1,6-8,14.3,Low,30-60,IT
7,6.27,56.6,69.8,2,16.3,2,6-8,4.7,Medium,>60,CE
1,6.76,56.3,81.8,0,16.0,2,6-8,4.4,Medium,<30,EE
2,4.99,61.8,68.6,3,5.7,1,6-8,10.9,Medium,30-60,ICT
7,5.0,58.6,64.6,2,14.7,1,<6,13.2,Medium,>60,IT
0,6.51,62.1,85.0,-1,23.0,2,6-8,4.5,Low,<30,CE
5,5.45,32.5,60.9,0,3.0,0,>8,13.2,High,>60,ME
5,6.29,70.1,64.3,2,12.5,1,6-8,8.3,Low,30-60,IT
7,8.06,84.4,78.6,1,25.3,3,6-8,4.4,Medium,30-60,ME
7,6.6,65.4,81.6,2,17.4,3,<6,7.7,High,30-60,EE
4,6.89,59.0,88.2,6,20.6,1,>8,4.5,High,>60,ME
5,4.88,42.2,48.0,5,3.0,0,<6,15.0,Low,30-60,IT
1,6.61,53.5,73.1,5,9.8,1,<6,7.6,Low,<30,EE
2,8.85,71.6,80.5,0,27.3,4,6-8,3.0,Medium,30-60,IT
4,6.65,53.3,76.2,1,17.6,1,6-8,5.8,High,<30,CE
2,7.38,82.4,79.1,1,17.3,2,6-8,5.2,Medium,30-60,ME
2,5.35,51.7,76.1,8,12.8,3,>8,9.5,Medium,<30,EC
0,9.02,52.5,62.6,-1,9.4,3,6-8,12.8,Medium,30-60,EE
0,8.32,51.9,79.7,-1,18.5,1,>8,6.1,Medium,30-60,EE
5,6.37,55.7,70.0,1,17.1,2,<6,9.9,Medium,<30,EE
0,6.46,61.8,83.4,-1,16.5,2,<6,7.9,High,30-60,ME
7,5.6,46.8,67.8,2,10.5,0,<6,8.7,Medium,>60,IT
0,7.82,58.9,64.1,-1,12.5,1,6-8,4.9,Medium,30-60,EC
1,4.7,45.1,62.9,2,8.7,2,<6,13.0,Medium,30-60,CE
3,6.73,38.1,61.9,2,11.5,1,<6,11.2,Medium,30-60,ICT
5,6.61,58.9,83.0,4,15.0,1,6-8,12.8,Medium,<30,CE
5,7.56,63.5,83.5,2,12.9,3,6-8,7.4,High,30-60,CE
2,6.64,61.1,82.4,3,12.3,1,<6,10.9,High,30-60,CE
2,7.14,61.5,76.5,1,21.1,3,<6,9.0,Medium,30-60,ME
6,6.19,54.5,72.9,3,14.6,1,6-8,8.4,High,30-60,EE
4,4.8,25.6,65.2,6,6.0,1,6-8,15.7,Low,<30,IT
3,6.07,55.6,79.5,2,6.8,2,<6,6.4,Medium,<30,ICT
5,7.6,73.0,62.7,3,15.2,1,<6,6.8,Medium,30-60,ICT
3,8.51,67.0,87.8,1,20.1,3,<6,6.5,Low,<30,IT
3,5.9,46.2,71.1,3,18.0,1,<6,9.8,Low,<30,CE
6,3.79,47.6,58.7,4,13.6,0,6-8,12.4,Medium,30-60,ICT
7,7.18,73.5,88.7,2,17.0,2,6-8,9.7,Medium,30-60,EE
4,6.88,59.6,83.7,1,20.6,3,6-8,12.1,Medium,30-60,EE
2,6.4,57.3,76.3,3,20.1,4,<6,0.0,Medium,30-60,IT
7,6.27,65.2,81.9,5,16.1,1,6-8,8.1,High,<30,ICT
5,7.56,64.8,79.4,1,15.3,3,6-8,14.2,Medium,30-60,IT
5,5.9,52.2,59.8,3,11.3,1,6-8,13.2,Low,<30,CE
4,6.34,57.7,80.8,4,17.0,1,<6,10.0,Medium,<30,ME
5,5.74,56.4,80.7,3,16.9,2,6-8,7.9,Low,<30,IT
6,4.79,53.5,69.4,5,7.1,0,<6,6.4,Medium,<30,CE
6,5.83,62.2,66.4,4,12.8,2,6-8,5.9,High,<30,CE
7,6.57,64.4,77.6,2,11.1,3,6-8,9.5,Medium,30-60,IT
3,9.28,87.8,83.2,0,28.5,4,6-8,5.0,Low,<30,ME
2,5.86,63.6,80.5,2,13.8,2,6-8,8.9,High,30-60,ICT
3,6.7,65.7,71.8,3,23.9,1,6-8,5.4,Medium,<30,ME
6,7.12,65.8,83.7,0,19.7,3,>8,11.2,Medium,30-60,EC
4,5.42,59.9,76.7,5,16.0,1,<6,4.7,Medium,<30,IT
6,8.03,68.3,80.5,0,21.0,4,<6,1.1,Low,30-60,EE
2,8.22,74.2,93.3,0,29.8,5,6-8,1.9,Medium,30-60,EC
5,7.7,61.6,70.1,3,22.5,1,<6,4.4,Low,<30,ICT
2,5.34,59.3,66.2,4,10.0,1,6-8,12.9,Medium,<30,ICT
6,8.25,85.6,97.9,0,24.9,4,6-8,8.4,Medium,30-60,ME
3,6.98,82.3,83.6,3,25.3,5,6-8,1.8,Low,<30,ME
7,6.46,60.7,65.5,4,17.6,3,6-8,6.8,Low,30-60,EC
5,7.9,81.6,76.8,0,21.2,5,6-8,10.5,High,30-60,EE
5,8.5,85.0,84.9,0,23.0,2,<6,4.6,High,30-60,EE
0,8.09,48.7,68.1,-1,15.7,2,6-8,4.3,High,<30,EE
5,6.45,62.7,89.8,2,10.4,2,6-8,8.7,Medium,<30,ME
3,6.36,62.7,75.0,1,16.0,2,>8,3.5,Medium,30-60,EC
2,7.18,68.7,74.3,5,15.0,2,6-8,9.0,Low,30-60,CE
6,4.2,53.4,56.5,3,7.6,1,<6,14.9,High,30-60,EE
2,5.74,46.8,71.8,8,12.0,2,<6,10.5,Low,<30,ICT
1,5.05,49.2,65.3,6,10.5,0,<6,15.1,Low,30-60,EE
3,6.56,66.9,74.3,1,18.1,2,6-8,1.5,Medium,30-60,ME
5,4.22,46.4,67.0,3,7.2,2,6-8,10.1,Medium,>60,ME
2,7.28,60.2,82.4,5,10.0,1,>8,7.6,High,30-60,EC
4,8.75,90.6,85.3,0,26.2,4,6-8,1.2,Low,>60,EE
3,7.14,86.5,90.7,0,15.8,4,6-8,3.2,Medium,<30,ICT
3,3.7,44.6,52.1,2,7.5,0,6-8,14.1,Medium,<30,EC
1,4.54,44.8,73.6,8,4.0,0,<6,13.1,Low,30-60,CE
2,7.21,56.1,74.9,3,10.4,1,<6,10.4,Medium,<30,IT
2,6.89,55.4,66.7,5,9.8,0,6-8,10.6,Medium,30-60,CE
2,4.33,49.0,51.6,3,7.3,1,6-8,11.8,Medium,<30,CE
0,9.92,62.6,91.6,-1,18.1,3,6-8,9.2,High,<30,EE
3,6.73,59.9,77.1,0,17.9,4,>8,7.4,Low,30-60,EC
2,7.93,69.1,86.6,1,19.4,4,<6,2.4,High,30-60,IT
7,6.27,67.0,59.6,1,14.5,1,<6,13.6,Low,<30,EE
4,5.57,47.4,66.1,3,20.3,2,6-8,10.0,High,30-60,ICT
3,7.24,75.4,82.3,2,23.0,4,6-8,8.7,High,<30,ME
2,6.84,57.7,63.2,3,12.8,3,>8,13.3,Low,30-60,EC
3,8.0,67.0,80.2,1,19.0,4,6-8,3.0,Low,30-60,EC
3,6.94,46.0,65.9,3,19.0,1,6-8,7.9,Medium,30-60,ME
6,5.51,58.0,76.6,4,13.6,2,<6,6.9,Low,30-60,ME
2,3.92,43.5,56.4,4,3.0,0,6-8,16.9,High,30-60,ME
2,8.48,71.5,94.3,1,24.9,4,6-8,2.4,Low,30-60,ICT
5,5.71,40.7,73.1,1,8.5,1,6-8,12.1,Medium,30-60,IT
7,7.12,70.4,72.9,1,12.0,3,<6,15.1,Medium,<30,EE
5,4.74,43.5,63.2,5,5.1,0,<6,16.8,Low,<30,ME
0,9.45,67.7,64.0,-1,6.1,2,6-8,8.5,Low,30-60,IT
7,6.36,60.6,61.2,0,11.5,1,>8,14.3,Low,<30,CE
6,7.04,68.5,68.9,2,16.8,3,6-8,4.6,Low,30-60,ICT
2,9.97,98.7,100.0,0,34.6,5,>8,0.0,High,>60,ICT
0,8.66,52.6,74.4,-1,9.4,1,<6,10.1,Low,<30,EE
5,7.1,82.9,75.4,1,19.6,3,6-8,3.4,Low,>60,IT
2,6.5,60.1,79.3,3,17.8,3,6-8,5.8,Medium,<30,EC
4,5.91,49.7,72.1,3,11.8,1,6-8,9.7,High,<30,EC
0,8.71,71.2,79.3,-1,19.3,2,<6,7.3,Medium,30-60,CE
4,6.17,52.1,70.7,3,22.0,1,6-8,5.0,Medium,<30,CE
0,8.1,76.2,91.0,-1,28.2,3,<6,1.4,Medium,>60,ME
4,9.09,91.1,77.1,0,32.1,4,6-8,2.8,Low,30-60,EC
6,6.52,64.9,82.5,0,17.7,3,6-8,6.9,Medium,<30,IT
4,5.39,56.7,81.3,1,13.6,1,6-8,9.4,High,30-60,ME
7,7.89,80.8,82.1,0,19.6,2,6-8,7.8,High,30-60,CE
4,8.48,82.0,98.0,0,27.6,3,6-8,0.4,Medium,>60,IT
5,5.81,57.6,79.7,5,14.5,0,>8,10.5,Low,>60,CE
3,5.75,52.2,75.9,2,8.7,2,<6,9.4,Medium,<30,CE
2,6.48,80.1,65.7,4,14.9,2,6-8,5.4,High,30-60,IT
2,5.84,70.4,83.2,2,13.0,1,<6,6.6,Medium,>60,EE
1,5.22,49.2,65.5,4,13.7,2,<6,7.8,Low,<30,IT
2,6.89,59.4,83.1,0,24.1,1,>8,0.1,Medium,30-60,ME
3,6.84,61.4,88.1,1,23.0,3,<6,9.6,Medium,<30,ICT
3,6.2,57.1,74.5,1,15.9,3,6-8,9.7,Low,<30,EC
4,7.0,54.0,82.8,4,14.9,2,<6,5.3,Medium,30-60,IT
4,6.11,45.6,77.1,2,14.1,1,6-8,11.9,Medium,30-60,ME
5,5.19,40.9,69.9,1,9.4,0,6-8,10.8,Low,>60,ME
3,5.71,71.1,67.2,2,14.3,2,<6,11.3,Medium,30-60,ICT
5,6.32,61.6,58.9,4,20.0,2,<6,9.1,Medium,<30,CE
7,4.8,43.3,62.2,4,3.0,0,>8,9.4,Medium,<30,EC
3,6.04,59.9,72.5,0,11.5,1,6-8,5.6,Low,30-60,ME
4,6.55,50.8,76.5,2,20.1,1,6-8,3.4,Medium,30-60,EC
5,8.33,68.3,65.4,1,19.6,4,<6,0.0,Medium,>60,ICT
4,6.52,56.5,72.2,4,23.6,1,6-8,9.8,Medium,<30,ME
1,5.13,48.6,79.8,8,13.0,1,<6,11.1,Medium,<30,CE
2,5.98,49.6,76.4,3,11.1,2,>8,6.1,Medium,30-60,EE
0,8.12,58.1,68.8,-1,10.9,2,<6,16.0,Low,>60,IT
5,6.93,65.8,72.9,1,13.6,2,6-8,5.4,High,30-60,EE
2,5.57,61.3,76.6,3,15.4,1,6-8,17.6,Medium,30-60,IT
6,3.17,35.0,65.9,7,5.1,0,>8,14.4,Medium,<30,ICT
5,10.0,100.0,100.0,0,33.1,5,6-8,0.0,Medium,30-60,ME
5,6.3,74.6,57.0,3,14.2,1,>8,11.4,Medium,<30,EE
7,6.77,62.2,63.7,2,13.1,2,6-8,8.5,Medium,30-60,ICT
3,3.58,42.6,61.3,5,10.6,0,6-8,14.9,Medium,30-60,EE
1,4.59,35.6,71.4,8,3.0,0,<6,6.9,Medium,30-60,CE
7,6.16,67.3,78.9,3,18.2,1,6-8,8.7,Low,<30,ME
7,7.34,57.5,76.1,1,15.1,2,6-8,7.3,Low,<30,ICT
2,7.31,66.3,81.1,0,23.5,2,6-8,-0.0,Low,30-60,ME
5,6.62,67.3,92.3,3,19.3,3,<6,8.4,Low,<30,CE
0,6.2,46.1,62.1,-1,3.4,1,<6,13.9,Medium,30-60,EC
0,5.0,31.9,51.4,-1,3.0,0,<6,17.6,Medium,30-60,ME
5,6.69,62.5,70.3,3,16.9,2,6-8,5.4,Low,30-60,CE
2,5.12,55.0,65.9,5,15.5,2,<6,4.6,Medium,<30,EE
6,4.67,45.0,73.1,5,9.4,2,>8,8.0,Medium,>60,EE
4,6.74,74.0,92.2,0,18.7,3,<6,0.9,Low,<30,ICT
6,4.61,51.2,55.8,2,8.8,0,6-8,12.3,Medium,30-60,CE
1,6.52,66.0,76.7,0,19.3,3,6-8,8.2,Low,>60,EC
6,4.49,35.6,74.5,3,4.3,3,>8,7.7,Medium,<30,EC
1,7.33,66.9,87.9,3,16.7,0,6-8,11.6,Medium,30-60,CE
4,7.2,78.3,85.3,0,13.4,2,<6,1.5,Low,30-60,ICT
4,5.7,56.9,70.0,3,9.8,0,6-8,5.6,Medium,<30,EE
0,7.67,81.4,100.0,-1,25.5,5,6-8,2.9,Low,<30,CE
7,9.43,72.9,83.5,0,19.8,4,6-8,5.3,Low,30-60,CE
2,6.8,73.3,69.2,3,24.3,1,<6,7.6,Medium,30-60,CE
5,7.05,60.7,77.3,2,18.5,3,>8,7.9,Medium,30-60,ME
5,7.67,71.8,85.4,1,17.7,3,<6,5.9,Medium,30-60,CE
0,5.75,56.3,85.2,-1,19.9,3,>8,9.5,Low,<30,ICT
6,6.16,70.9,88.3,4,19.0,3,>8,3.5,Medium,30-60,EC
2,6.3,53.9,71.2,5,12.9,2,<6,8.5,Medium,<30,ME
2,4.27,41.4,58.7,3,3.4,2,6-8,10.0,Medium,<30,IT
0,8.89,36.3,65.2,-1,8.6,0,6-8,15.5,High,30-60,ICT
2,9.38,81.6,100.0,0,32.0,5,<6,0.0,Medium,30-60,IT
5,6.4,82.5,80.7,0,19.8,2,6-8,4.7,Medium,<30,CE
1,7.29,58.1,71.5,2,8.6,3,<6,6.8,Medium,<30,ICT
3,7.4,89.5,79.8,0,17.9,4,6-8,2.3,Medium,>60,CE
6,6.14,47.6,69.1,3,13.8,1,6-8,9.2,High,<30,ICT
7,7.66,60.6,74.3,1,22.5,2,<6,6.5,High,<30,IT
5,6.86,61.2,78.9,2,9.5,1,<6,9.2,High,30-60,IT
1,7.49,63.4,82.9,0,20.7,3,<6,6.7,Low,30-60,EC
3,6.18,54.5,62.9,4,11.1,1,>8,9.6,Low,<30,EC
4,5.52,38.4,72.2,6,15.5,0,>8,8.6,Medium,30-60,ICT
6,5.17,66.7,77.0,7,15.2,2,<6,8.7,Medium,>60,ICT
4,5.28,49.4,55.1,2,16.1,1,<6,13.7,Medium,30-60,IT
4,6.17,79.2,62.0,1,9.5,2,6-8,10.9,Medium,>60,ICT
2,4.76,36.3,66.7,5,7.2,1,<6,10.3,Medium,30-60,EC
4,4.29,50.3,62.8,3,7.7,0,<6,12.1,Medium,<30,EE
2,6.82,64.9,74.7,2,9.7,1,6-8,2.0,Low,30-60,ICT
4,6.71,56.6,66.6,0,15.6,2,<6,6.2,Medium,<30,IT
6,6.99,69.4,78.7,2,15.9,0,<6,11.0,Medium,<30,ME
7,6.23,53.3,65.0,1,13.0,2,<6,10.9,Low,30-60,CE
6,9.17,90.8,100.0,0,36.1,5,<6,1.3,Medium,30-60,IT
6,6.95,45.4,75.1,2,11.2,2,6-8,5.4,Medium,<30,EC
3,5.59,64.2,73.9,2,17.8,3,<6,7.5,Low,<30,EC
5,6.51,57.3,76.4,0,12.8,1,>8,12.8,Low,<30,IT
3,8.87,73.6,79.4,0,31.5,2,6-8,6.0,High,>60,CE
0,7.64,59.7,73.3,-1,19.7,1,6-8,7.7,Low,<30,ME
7,7.47,60.7,82.0,3,22.9,3,<6,2.2,Medium,<30,IT
0,10.0,71.6,64.2,-1,7.5,2,<6,8.5,Low,>60,ME
1,4.84,66.0,83.4,1,12.4,1,<6,8.1,High,30-60,ICT
0,6.98,75.8,83.0,-1,14.1,2,6-8,2.8,Medium,30-60,ME
0,7.68,79.5,90.7,-1,33.8,3,<6,-0.0,Low,<30,ME
0,7.83,76.0,78.8,-1,17.4,2,6-8,8.4,High,30-60,EC
5,5.71,57.0,65.4,4,8.9,1,<6,8.6,Medium,<30,ME
6,6.53,54.1,70.9,1,7.2,3,6-8,12.0,High,>60,EC
6,4.4,20.0,65.2,3,5.3,1,>8,14.0,High,<30,IT
5,6.21,69.9,79.3,0,12.3,2,6-8,4.8,Low,>60,CE
6,8.39,72.6,86.1,1,30.0,4,6-8,10.3,Low,<30,CE
3,4.95,47.8,60.5,2,7.6,0,6-8,13.5,Low,<30,IT
7,6.22,57.1,70.0,2,16.4,3,6-8,6.4,Low,30-60,IT
3,7.47,65.8,79.8,1,19.9,3,6-8,2.3,Low,>60,IT
0,7.22,84.3,85.1,-1,17.1,3,<6,5.5,Low,<30,ME
5,7.67,56.5,83.3,0,18.2,4,6-8,4.9,High,30-60,IT
6,4.11,29.1,57.3,3,7.7,0,<6,13.0,Low,30-60,EC
2,7.32,48.7,57.6,1,17.9,2,6-8,4.4,Low,30-60,CE
2,4.92,42.5,77.2,7,11.7,1,<6,12.4,Medium,>60,IT
5,5.53,39.6,66.2,6,11.1,0,>8,12.7,High,<30,ICT
4,7.7,60.2,74.6,2,29.3,4,6-8,4.3,Low,<30,ME
7,6.39,57.3,72.6,4,23.3,2,6-8,14.2,Medium,30-60,ME
3,6.43,70.4,82.1,0,18.7,4,6-8,7.0,Low,30-60,ICT
5,5.52,54.1,60.1,2,9.7,0,>8,6.6,Low,>60,EC
2,8.14,83.9,85.5,0,26.0,3,6-8,8.4,Low,<30,EC
7,7.33,80.4,85.4,3,16.6,4,>8,3.7,Medium,>60,ICT
3,7.62,65.1,76.9,1,19.5,4,6-8,12.1,Medium,>60,EC
4,4.95,50.6,62.8,7,5.9,0,<6,9.6,High,<30,EC
4,8.08,69.0,93.7,1,24.8,2,6-8,5.2,Low,30-60,ME
2,5.14,52.8,64.8,5,14.6,3,<6,13.9,Low,<30,ME
2,7.29,53.1,66.4,4,12.6,1,>8,9.8,Low,>60,ICT
4,7.37,65.6,77.0,2,9.9,4,6-8,0.0,Medium,<30,IT
2,7.16,74.6,73.5,2,18.4,2,6-8,1.6,Medium,<30,EC
1,4.86,50.0,72.9,3,10.4,0,<6,11.4,Medium,30-60,IT
6,9.13,90.5,97.4,0,33.3,4,<6,0.0,High,>60,ME
2,7.56,67.0,100.0,0,27.0,4,6-8,0.0,High,<30,IT
3,7.11,66.6,88.7,1,24.0,4,6-8,11.1,High,30-60,EC
4,7.89,82.1,65.8,0,20.3,3,<6,6.8,Low,30-60,EC
6,6.45,57.5,61.9,2,14.1,2,<6,7.4,Medium,30-60,EE
1,4.52,50.6,51.7,4,9.1,0,<6,13.0,Low,<30,EC
5,6.46,68.8,74.0,1,13.7,3,6-8,11.1,Low,30-60,CE
3,6.83,67.6,86.1,3,22.2,1,>8,7.6,Medium,<30,ICT
